1,20
2,50
2,50
2,30
1,40
2,50
2,50
2,40
1,10
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,40
2,3
2,50
2,50
2,50
2,50
1,0
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
1,40
2,50
2,50
2,50
2,50
2,50
1,15
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
2,50
1,50
1,35
1,35
1,40
1,28
2,0
1,10
1,35
2,6
1,50
1,40
1,50
1,50
1,35
2,30
2,0
2,50
2,0
1,20
1,30
1,35
1,5
1,15
1,15
1,30
2,40
1,50
2,28
1,50
2,10
2,30
2,30
2,32
1,10
1,50
1,50
1,50
1,25
1,50
1,50
1,40
1,40
1,50
1,50
1,50
1,50
2,18
1,40
1,35
1,30
1,30
1,5
1,35
1,50
1,40
1,50
1,40
1,30
1,35
1,25
1,25
1,50
1,40
1,50
1,0
1,40
1,40
1,50
1,35
1,35
1,50
1,40
1,20
1,40
2,30
1,50
1,35
1,35
1,35
1,50
1,40
1,40
1,10
1,35
2,0
1,40
1,50
2,18
1,50
1,50
1,25
1,40
2,50
1,50
1,50
1,50
2,38
1,40
2,0
1,12
2,30
1,20
2,10
1,40
2,10
1,30
1,10
1,50
1,10
1,25
1,30
2,30
1,15
2,30
1,5
1,20
1,10
1,50
1,40
1,50
1,40
1,50
1,50
1,35
1,50
1,50
1,5
1,40
2,20
1,5
1,10
1,10
2,10
1,20
1,0
2,0
2,8
2,30
1,20
1,50
2,30
2,48
1,20
1,20
1,50
1,50
1,30
1,35
1,20
1,5
1,40
1,40
1,0
2,10
1,50
1,40
1,40
1,35
1,50
1,35
1,50
1,40
1,40
1,20
1,50
1,40
1,10
1,50
1,50
1,25
1,50
1,50
1,50
1,50
1,50
2,20
1,10
1,20
1,40
1,50
1,30
2,20
2,0
2,8
1,10
1,0
1,30
1,40
1,50
1,50
1,20
1,30
1,30
1,40
1,35
1,35
2,0
1,40
1,25
1,30
2,20
1,50
1,20
1,25
1,35
1,50
1,40
1,20
1,50
1,30
1,40
1,20
1,30
2,22
1,10
1,15
1,40
1,30
2,0
2,10
1,50
1,50
1,35
1,20
1,30
1,50
1,30
1,25
1,40
1,25
1,50
2,40
2,30
2,38
2,0
1,40
1,10
1,30
1,40
1,30
1,50
1,40
2,0
1,50
1,50
1,35
1,0
1,40
2,20
2,30
2,0
1,25
1,50
1,50
1,40
2,50
1,50
1,50
1,40
1,40
1,50
1,40
1,50
1,5
1,35
1,50
1,35
2,0
1,35
1,30
1,40
1,40
2,0
1,15
1,20
1,50
1,30
2,30
2,30
1,0
1,20
1,20
1,40
1,50
1,30
1,40
1,20
2,18
2,14
1,20
1,20
1,40
1,5
1,10
1,50
2,10
1,10
1,25
1,10
1,40
1,50
2,0
1,10
1,25
2,10
1,50
1,35
1,50
1,50
2,18
1,50
1,40
2,10
2,16
1,10
1,25
1,30
1,35
1,40
2,50
2,30
2,30
1,35
1,50
1,50
1,50
2,0
2,18
1,30
1,28
1,40
1,25
1,40
1,50
1,40
1,40
1,20
1,40
2,0
2,20
2,10
1,10
1,40
1,40
1,40
1,40
1,25
1,50
1,40
1,50
1,20
1,40
1,40
1,50
1,50
1,30
1,25
1,15
1,40
1,50
1,50
1,50
1,35
1,50
1,40
1,10
1,10
1,50
2,18
1,40
1,0
1,15
1,50
1,50
1,50
1,40
1,20
1,50
1,20
1,40
1,15
1,25
1,50
1,25
1,40
1,25
1,10
1,40
2,6
2,30
1,30
1,40
1,30
1,40
1,50
1,20
1,50
2,10
1,35
2,0
1,50
1,40
1,50
1,50
1,0
1,50
1,40
1,10
1,40
1,50
1,40
1,50
1,50
1,50
1,35
1,50
1,35
1,30
1,30
1,50
2,30
1,40
1,38
2,26
2,30
2,28
1,0
1,10
1,40
1,50
1,40
1,40
1,30
1,40
2,20
1,10
2,10
1,0
2,50
2,0
1,35
1,5
1,35
2,8
1,40
2,0
1,0
1,20
